Date Time,T.F. Heater Serpentine Coil Inlet Temperature
2024-06-22 00:00:00,221.5
2024-06-22 00:02:00,220.8999938964844
2024-06-22 00:04:00,220.5
2024-06-22 00:06:00,220.6000061035156
2024-06-22 00:08:00,220.8000030517578
2024-06-22 00:10:00,221.3999938964844
2024-06-22 00:12:00,220.5
2024-06-22 00:14:00,220.6999969482422
2024-06-22 00:16:00,220.6999969482422
2024-06-22 00:18:00,220.3000030517578
2024-06-22 00:20:00,219.6999969482422
2024-06-22 00:22:00,219.0
2024-06-22 00:24:00,219.1000061035156
2024-06-22 00:26:00,220.0
2024-06-22 00:28:00,220.3999938964844
2024-06-22 00:30:00,220.3000030517578
2024-06-22 00:32:00,220.5
2024-06-22 00:34:00,221.0
2024-06-22 00:36:00,220.3999938964844
2024-06-22 00:38:00,220.1000061035156
2024-06-22 00:40:00,220.3999938964844
2024-06-22 00:42:00,220.3999938964844
2024-06-22 00:44:00,221.1000061035156
2024-06-22 00:46:00,221.1000061035156
2024-06-22 00:48:00,221.0
2024-06-22 00:50:00,221.3000030517578
2024-06-22 00:52:00,220.8999938964844
2024-06-22 00:54:00,221.1000061035156
2024-06-22 00:56:00,221.5
2024-06-22 00:58:00,221.6000061035156
2024-06-22 01:00:00,221.6000061035156
2024-06-22 01:02:00,222.1000061035156
2024-06-22 01:04:00,222.0
2024-06-22 01:06:00,222.1999969482422
2024-06-22 01:08:00,222.1999969482422
2024-06-22 01:10:00,222.3000030517578
2024-06-22 01:12:00,221.6999969482422
2024-06-22 01:14:00,221.3000030517578
2024-06-22 01:16:00,221.5
2024-06-22 01:18:00,222.1000061035156
2024-06-22 01:20:00,221.3999938964844
2024-06-22 01:22:00,222.5
2024-06-22 01:24:00,223.1000061035156
2024-06-22 01:26:00,222.6999969482422
2024-06-22 01:28:00,222.0
2024-06-22 01:30:00,221.8999938964844
2024-06-22 01:32:00,221.3000030517578
2024-06-22 01:34:00,221.5
2024-06-22 01:36:00,221.8999938964844
2024-06-22 01:38:00,221.6000061035156
2024-06-22 01:40:00,221.8999938964844
2024-06-22 01:42:00,222.1000061035156
2024-06-22 01:44:00,222.6000061035156
2024-06-22 01:46:00,222.1999969482422
2024-06-22 01:48:00,222.3999938964844
2024-06-22 01:50:00,221.8000030517578
2024-06-22 01:52:00,222.1000061035156
2024-06-22 01:54:00,222.3000030517578
2024-06-22 01:56:00,221.8999938964844
2024-06-22 01:58:00,221.8999938964844
2024-06-22 02:00:00,222.1000061035156
2024-06-22 02:02:00,222.1999969482422
2024-06-22 02:04:00,222.1999969482422
2024-06-22 02:06:00,223.1000061035156
2024-06-22 02:08:00,223.8999938964844
2024-06-22 02:10:00,223.8000030517578
